Time resolution is 1 ps
Memory Initialized
Memory[0] = 00000000000000000101
Initial values - di: 000, instr: 0000, cc: 0, oe: 1, rld: 0, ci: 1
At time               145000: di = 00d, instr = 0001, cc = 0, oe = 1, rld = 0, ci = 1, y = 00d
At time               148000: di = 00f, instr = 0001, cc = 0, oe = 1, rld = 0, ci = 1, y = 00d
At time               155000: di = 00f, instr = 0001, cc = 0, oe = 1, rld = 0, ci = 1, y = 00f
At time               162000: di = 011, instr = 0001, cc = 0, oe = 1, rld = 0, ci = 1, y = 00f
At time               165000: di = 011, instr = 0001, cc = 0, oe = 1, rld = 0, ci = 1, y = 011
At time               169000: di = 012, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 011
At time               175000: di = 012, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 012
At time               176000: di = 000, instr = 1110, cc = 1, oe = 1, rld = 0, ci = 1, y = 012
At time               185000: di = 000, instr = 1110, cc = 1, oe = 1, rld = 0, ci = 1, y = 013
At time               190000: di = 02b, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 013
At time               195000: di = 02b, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 014
At time               197000: di = f0f, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 014
At time               205000: di = f0f, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 015
At time               215000: di = f0f, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 016
At time               218000: di = faf, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 016
At time               225000: di = faf, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 017
At time               235000: di = faf, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 018
At time               239000: di = 000, instr = 1101, cc = 0, oe = 1, rld = 0, ci = 1, y = 018
At time               245000: di = 000, instr = 1101, cc = 0, oe = 1, rld = 0, ci = 1, y = 019
At time               246000: di = 003, instr = 1100, cc = 1, oe = 1, rld = 0, ci = 1, y = 019
At time               255000: di = 003, instr = 1100, cc = 1, oe = 1, rld = 0, ci = 1, y = 01a
At time               260000: di = 01b, instr = 1001, cc = 1, oe = 1, rld = 0, ci = 1, y = 01a
At time               265000: di = 01b, instr = 1001, cc = 1, oe = 1, rld = 0, ci = 1, y = 01b
At time               267000: di = 003, instr = 0100, cc = 0, oe = 1, rld = 0, ci = 1, y = 01b
At time               275000: di = 003, instr = 0100, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               281000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               285000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               288000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               295000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 010
At time               302000: di = 000, instr = 1110, cc = 1, oe = 1, rld = 0, ci = 1, y = 010
At time               305000: di = 000, instr = 1110, cc = 1, oe = 1, rld = 0, ci = 1, y = 011
At time               309000: di = 012, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 011
At time               315000: di = 012, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 012
At time               316000: di = 000, instr = 1110, cc = 1, oe = 1, rld = 0, ci = 1, y = 012
At time               325000: di = 000, instr = 1110, cc = 1, oe = 1, rld = 0, ci = 1, y = 013
At time               330000: di = 02b, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 013
At time               335000: di = 02b, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 014
At time               337000: di = f0f, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 014
At time               345000: di = f0f, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 015
At time               355000: di = f0f, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 016
At time               358000: di = faf, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 016
At time               365000: di = faf, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 017
At time               375000: di = faf, instr = 0001, cc = 1, oe = 1, rld = 0, ci = 1, y = 018
At time               379000: di = 000, instr = 1101, cc = 0, oe = 1, rld = 0, ci = 1, y = 018
At time               385000: di = 000, instr = 1101, cc = 0, oe = 1, rld = 0, ci = 1, y = 019
At time               386000: di = 003, instr = 1100, cc = 1, oe = 1, rld = 0, ci = 1, y = 019
At time               395000: di = 003, instr = 1100, cc = 1, oe = 1, rld = 0, ci = 1, y = 01a
At time               400000: di = 01b, instr = 1001, cc = 1, oe = 1, rld = 0, ci = 1, y = 01a
At time               405000: di = 01b, instr = 1001, cc = 1, oe = 1, rld = 0, ci = 1, y = 01b
At time               407000: di = 003, instr = 0100, cc = 0, oe = 1, rld = 0, ci = 1, y = 01b
At time               415000: di = 003, instr = 0100, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               421000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               425000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               428000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               435000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               442000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               445000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               449000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               455000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               456000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               465000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               470000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               475000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               477000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               485000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               491000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               495000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               498000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               505000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               512000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               515000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               519000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               525000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               526000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               535000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               540000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               545000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               547000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               555000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               561000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               565000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               568000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               575000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               582000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               585000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               589000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               595000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               596000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               605000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               610000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               615000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               617000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               625000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               631000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               635000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               638000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               645000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               652000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               655000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               659000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               665000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               666000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               675000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               680000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               685000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               687000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               695000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               701000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               705000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               708000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               715000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               722000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               725000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               729000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               735000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               736000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               745000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               750000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               755000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               757000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               765000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               771000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               775000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               778000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               785000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               792000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               795000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               799000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               805000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               806000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               815000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               820000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               825000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               827000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               835000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               841000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               845000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               848000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               855000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               862000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               865000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               869000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               875000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               876000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               885000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               890000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               895000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               897000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               905000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               911000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               915000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               918000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               925000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               932000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               935000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               939000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               945000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               946000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               955000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               960000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               965000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               967000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               975000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               981000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
At time               985000: di = 003, instr = 1110, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               988000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01d
At time               995000: di = 000, instr = 1000, cc = 0, oe = 1, rld = 0, ci = 1, y = 01c
